Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.920785510362734,Yes,Travel_Rarely,Sales,1.0167157330234964,1.7703127987826066,Life Sciences,2.146293891971045,Male,3.4269602747481045,2.464491916744593,Sales Executive,3.397665191927962,Single,6438.949336292582,7.077818050487855,Yes,9.898765446924456,2.844896657493291,1.0128322328701718,0.0,8.063832541888267,0.0,1.0521038040876791,5.795945013396354,3.9938962582751705,0.0,4.594972197827553
51.58903742368502,No,Travel_Frequently,Research & Development,6.920808104295897,1.0353327651436277,Life Sciences,3.470802817453916,Male,1.8134584317407128,1.7886970426767754,Research Scientist,1.5840591619620028,Married,4457.659621880568,1.1144227761087049,No,14.495151483349876,4.120281198223096,4.312007840857881,1.1046420288715106,8.965059044093744,3.264951821134749,2.526469960548656,10.070231762387724,7.937505283631791,1.0322945041998812,5.90120689907365
33.13154006277599,Yes,Travel_Rarely,Research & Development,2.198662149059356,2.118800710678523,Other,3.979420228218787,Male,1.8772264786432311,0.833488125994919,Laboratory Technician,3.301008861378822,Single,2124.5452200839845,5.53959056053025,Yes,15.401596177002482,2.781168161424213,2.332557571525947,0.0,8.427238427797128,3.004520759709385,2.9247839729127447,0.0,0.0,0.0,0.0
34.70707328308425,No,Travel_Frequently,Sales,2.9378509902173464,3.6706735225504823,Life Sciences,3.734704597310353,Female,2.9326460179415337,1.0953717426414948,Research Scientist,3.220843993556838,Married,2771.699079650058,0.7727926267394457,Yes,9.757546378191774,2.7695764930959985,3.029590787301168,0.0,7.662606311111432,2.8560014219361465,3.1170532375253632,8.435323918777826,5.563667042453395,2.845429197693925,0.0
24.790188423581714,No,Travel_Rarely,Research & Development,1.9889527787727972,1.1204957700139049,Medical,1.0794118652984637,Male,3.1177391269385915,0.9377461674438314,Laboratory Technician,1.6973295617622417,Married,3254.6015747035503,10.118125182022986,No,11.920147065810326,3.2821828252195475,2.7204311003333803,0.9530122628614914,6.241733362956063,2.814719272899991,3.11231698216708,2.0401244119422595,1.9707859650508728,2.4959485653974154,2.2193525710327813
29.766336342895887,No,Travel_Frequently,Research & Development,1.805415249526665,2.9234470164148485,Life Sciences,4.198521770781816,Male,2.6840990532064906,0.9330773506994228,Laboratory Technician,3.283670171909105,Single,3258.6433430421357,0.0,No,13.474396989702806,3.085446266946592,2.798835490585924,0.0,6.694850952574809,1.871592141513714,2.046543924530553,6.092499120708851,8.389254010682057,3.1315372911220005,7.060895878028314
61.93472326315304,No,Travel_Rarely,Research & Development,2.502577765761895,2.9234470164148485,Medical,2.845946150681187,Female,3.4643902978023293,0.8936106701171831,Laboratory Technician,2.7152719358136386,Married,2659.952995883336,3.8226007983264414,Yes,19.452026473915467,4.47322679573485,0.8096948656167993,3.190519161371925,11.226131895523562,2.690934280913496,2.198285906335207,5.422160364350207,0.0,0.0,0.0
27.098235287008848,No,Travel_Rarely,Research & Development,22.32918876385789,0.9232620965475123,Life Sciences,3.1947709415552854,Male,3.043274608282797,1.2238096818527011,Sales Executive,2.9339821117146188,Divorced,3091.7786004883087,1.1698186149982557,No,21.367033686984247,4.173201997503555,2.062221126286917,0.8911042158586189,1.0583928139312897,1.8680448723900416,2.899807124466498,0.9623096050536518,0.0,0.0,0.0
30.37999881750915,No,Travel_Frequently,Research & Development,6.920808104295897,3.209049151645901,Life Sciences,4.205716357975318,Male,2.167565301145903,2.748524301811318,Sales Executive,3.079497380533524,Single,10089.717321523536,0.0,No,14.495151483349876,4.395155898916218,2.156784900793776,0.0,10.088952735101216,1.9051346953679091,3.104762771767568,9.8947731183236,7.992664729427418,1.151090575680572,7.080628212867008
35.37361350013831,No,Travel_Rarely,Research & Development,28.61806049425258,3.144817730561315,Technical Degree,2.726442957533183,Male,3.033108354959649,1.936149638793117,Healthcare Representative,3.3590018596522606,Married,5129.645258810449,6.934705768681021,No,12.534048657003035,2.895479222163936,1.9335056234509609,1.9474969739847012,18.805414534945527,3.008464381370588,2.1056784812219504,5.959243507408949,6.414024118199986,0.9671396613011431,6.447819533275993
34.95195048271242,No,Travel_Rarely,Research & Development,13.76322999764952,3.106259158716807,Medical,0.8670718555786884,Male,4.048242816746468,1.0039557441244296,Laboratory Technician,1.962038391333485,Married,4957.070474605795,0.0,No,12.990037079163647,3.156709850677039,2.7204311003333803,0.9136508616144356,5.5192762262175386,4.703198146362796,3.0368925525612047,5.036316396872524,4.185348562207915,0.0,3.1598915600489628
25.05145518649921,No,Travel_Rarely,Research & Development,15.40373314694721,2.491854474438361,Life Sciences,3.4788160162300823,Female,1.9023917727551387,1.7332541438630291,Sales Executive,3.488395014047875,Single,4430.345435776679,0.0,Yes,13.062609683837117,2.2400447235606054,4.090314229339168,0.0,10.847737302858071,2.690934280913496,2.5225654532698103,5.422160364350207,2.968874332330892,0.0,9.003390654857938
27.897414691687217,No,Travel_Rarely,Research & Development,27.70571618229401,1.1335071585338756,Life Sciences,1.1148281722367297,Male,3.0297114382211427,0.9639903912367483,Research Scientist,2.6382991410762164,Married,4957.070474605795,1.06749949467168,No,13.475696508607404,2.757144348844736,2.7204311003333803,1.2036594318562872,4.781519113572428,1.1301863182628038,1.845367980012411,5.422160364350207,2.205673376712804,3.6161309616897537,2.8941325258101838
33.00479889995949,No,Travel_Rarely,Research & Development,16.21225130251043,2.2460970310724577,Life Sciences,2.0268414524541174,Male,2.801669950001519,1.936149638793117,Laboratory Technician,5.251277246364281,Divorced,2665.568442368601,0.0,No,12.64901688329017,3.367655232233279,3.105730957354917,1.001254349661481,2.733113839795367,1.8952646387461023,2.899807124466498,2.150577274409786,1.8532111906745772,0.9671396613011431,2.0851357651559708
27.331186995885187,Yes,Travel_Rarely,Sales,25.075108305724104,3.304323205485952,Life Sciences,3.0922386365921213,Male,1.7556585835980147,1.936149638793117,Laboratory Technician,2.9425396317599297,Married,2231.3395370913045,5.703026377215493,No,14.837871474638174,3.064551021256063,2.1611412462417534,0.0,4.902365831077601,4.201477937279385,3.441538651990962,4.119163746972881,1.7635245784172586,0.0,3.3734442492335868
28.31794392915593,No,Travel_Rarely,Research & Development,18.68547425052541,4.2131861915003,Life Sciences,2.726442957533183,Male,4.696424726250833,2.811000182580325,Manufacturing Director,1.089959024753912,Divorced,12232.15604081842,0.9555011808975644,No,10.93603916422529,2.676749952602122,3.108163119955681,0.941207712306072,9.474000364424562,0.892927717406838,3.043732471231181,10.209507862486875,8.093333919818217,8.344770878993252,7.545567615994141
34.73435509911608,No,Travel_Rarely,Research & Development,6.185995734398583,2.044947466353971,Life Sciences,0.8977594927933205,Male,4.210077072467818,0.8711523224107722,Research Scientist,2.1377636300014897,Divorced,2741.6400122590526,0.0,Yes,11.956901805394104,2.7495486285626103,4.275075427547731,2.21211856990402,7.062862563349162,5.123466815625815,2.0169200343307105,4.690012700273261,2.968874332330892,0.0,5.864091584776344
21.114726876556425,No,Non-Travel,Research & Development,15.558078714232613,2.4580827317827447,Medical,4.179870673874992,Male,3.679757250742516,0.9724066736690864,Sales Executive,4.813114323462697,Divorced,2835.10837475526,0.9422907369100356,No,14.495151483349876,3.1343549442851595,1.9813568217833155,1.9864707325998463,1.0702772919681889,2.1970439301370943,1.952832911215132,0.6821487886618038,0.0,0.0,0.0
59.58609573514752,No,Travel_Rarely,Sales,1.7385371787916777,4.138085919751868,Life Sciences,1.017048874338017,Female,2.859142866029078,3.0890585240171884,Manager,3.838085338545684,Married,15618.837085214938,1.7374333010816785,No,17.266216265494542,3.0711910246283995,3.521062506437888,0.0,31.432403296974886,3.225780911236239,3.0723027267248013,24.742117815076288,7.372065249801558,3.0833083187914445,6.971006966416494
34.95195048271242,No,Travel_Rarely,Research & Development,2.0280579217529926,3.569300095677488,Life Sciences,2.8937648995660776,Male,3.2627447546902197,1.001490673552179,Research Scientist,3.4667234833255667,Single,3721.896765182507,5.276944865894765,Yes,7.9352829872179935,3.021146950702035,2.7204311003333803,0.0,5.457350501950257,2.6589053095933344,2.506476711819817,3.494468536336634,2.968874332330892,0.9351786593281454,2.9392402617413835
21.399484766600803,No,Non-Travel,Research & Development,11.80362452419982,2.133306592749667,Other,1.0013217879801986,Female,2.965254336881592,2.016272689562896,Manufacturing Director,3.153039661857112,Divorced,4957.070474605795,0.0,No,14.495151483349876,3.1372450547474475,4.766894241768821,1.0212000561439998,5.493590621581298,5.674676451657193,2.899807124466498,3.104749075525272,1.8062303741023904,1.1420980536474832,3.149293675047041
37.02591137662888,Yes,Travel_Rarely,Sales,8.196584518262036,2.9234470164148485,Life Sciences,2.7362135913893044,Male,2.0729260104181417,1.0717230400540667,Sales Representative,1.0631889072618257,Married,4957.070474605795,7.072898166843689,No,22.93442185553845,3.79264129774466,2.142438115554634,0.0,11.14412284002188,3.859998154124154,3.3007345744948826,4.539280276829871,3.4481675171159547,0.0,3.3724808382136637
34.39628314535133,No,Travel_Rarely,Research & Development,7.182424893039771,2.9234470164148485,Life Sciences,1.0793032123386777,Male,2.881159865129239,3.670103368451835,Research Director,2.335437932357932,Single,11746.49407689527,0.0,No,11.813136004160883,2.926064010075347,3.095076856996199,0.0,14.01206950146179,4.855645193767844,2.6178304261661367,12.581807588058837,6.584335326880245,2.104078413346196,10.060400114591204
23.871174856191537,No,Travel_Frequently,Research & Development,15.40816660879026,2.0185901089638225,Life Sciences,3.2555533388045403,Male,3.5833406837016426,1.1255191915808749,Research Scientist,4.447148180443964,Single,1163.3069829492867,0.9938624088234664,No,15.471268170448823,3.26529529686888,4.172872172566949,0.0,0.0,6.192924717821205,3.227618347643556,0.0,0.0,0.0,0.0
31.00678214138173,Yes,Travel_Rarely,Research & Development,5.077134267334834,1.095240912610086,Medical,2.1171897054411795,Male,2.834424658688365,1.0435149175239906,Research Scientist,1.0707114480275677,Single,2891.411723936575,1.7088122673007051,No,11.11061062353633,2.7184118307196146,2.7636427138278497,0.0,7.482335788418176,1.920708911117039,2.899807124466498,4.193317317173402,1.9246181626956789,1.1262543916946248,2.8957085278174444
34.95195048271242,No,Travel_Rarely,Research & Development,5.663561088194173,2.6187869280875926,Life Sciences,3.3506986127896368,Female,3.235059891880688,4.348357229017968,Manager,2.8715889296859567,Divorced,21699.73834551149,3.4546743145941137,No,11.421235095518329,3.062603108422835,3.974355862011707,1.0317551626170844,26.35085651502557,2.690934280913496,1.691541725248453,5.422160364350207,13.545211012990713,3.651149717706478,2.9392402617413835
32.45358751252703,Yes,Travel_Rarely,Research & Development,17.594449823248752,0.8485046160591702,Life Sciences,1.92853704045077,Female,0.9042764017403342,0.9857556992423114,Human Resources,0.9960558888422584,Single,3850.16765384336,1.055554878712374,Yes,20.224396995176427,3.9138634703717656,2.1264795338274305,0.0,9.306741890686386,4.448428070052874,2.7364770877132547,10.018327302695562,1.8208556111553824,6.7452686228563135,7.79550791678423
43.56498706742126,No,Travel_Rarely,Sales,7.623461174911055,3.258789155372527,Technical Degree,2.545515538612204,Male,3.037936107481809,1.8243369333602188,Sales Executive,1.7753346592287629,Married,5924.091709870874,0.0,No,11.384268523583492,3.064551021256063,3.65340358689163,1.0151601295729056,10.715105882619246,2.0950507744236853,3.048790445557178,10.073750534175655,7.866090307945564,4.559386063864702,2.9392402617413835
47.75078910844081,No,Travel_Rarely,Research & Development,8.068064360535162,3.4255074513195445,Medical,1.0824298498315672,Female,1.8225945010614937,3.8089867268388606,Healthcare Representative,3.801801095217884,Married,10450.774425550284,2.812468146179156,No,14.281495979706296,2.9774182218451,4.060270237758636,0.8801604725287567,23.363435237225705,4.123766851566529,2.6953210085968444,24.17198902948605,6.609206456802834,0.9671396613011431,17.68141010499469
40.748294234559,No,Travel_Frequently,Sales,2.010362373176666,3.725507915163361,Life Sciences,2.726442957533183,Female,3.237537944636704,4.541436644579493,Manager,1.1282244556056604,Single,18455.64713684359,2.911181722282112,No,13.32637923172442,2.9384883446740537,3.690989576478147,0.0,9.306741890686386,2.19524542359746,1.6465084901186544,2.199897980223026,2.210527428587818,1.694192882802657,1.1593210341592863
33.62944041003349,No,Travel_Rarely,Research & Development,2.118124142200781,2.9692670428087617,Medical,3.0217065058505552,Male,2.749150775436882,1.936149638793117,Laboratory Technician,3.8846677875835214,Single,2371.0245614004866,4.198319818004792,No,10.068414483643531,3.3990066896526345,4.498525473327267,0.0,9.306741890686386,2.713331107380422,2.67169020570589,1.0321820594945463,1.0171967378418236,0.0,0.0
39.888282892499326,No,Travel_Rarely,Research & Development,8.849492037117773,2.9234470164148485,Other,4.676166058101777,Male,2.6339820174174298,1.8031755929695368,Healthcare Representative,2.7152719358136386,Married,6017.438323584835,1.7413490133116176,No,15.240458143110002,2.597596667254865,4.611445295486521,0.0,7.790936952742865,4.35717716632645,4.6431457121331885,4.275179585535149,2.1972791039536443,0.8728492097003361,3.005909463876109
32.32488267592824,No,Travel_Rarely,Research & Development,9.131797824201303,1.7648556508856583,Medical,4.01332307366995,Male,1.624769768260138,1.001653986129819,Laboratory Technician,3.006939206631438,Single,2162.9599177239534,0.9995763094411264,No,11.06255839875606,3.064551021256063,1.0341520075649184,0.0,8.638579487401545,5.460605692822979,3.370755533799035,12.08692778452179,0.0,1.0744117469446106,8.195299097771837
34.49650406182256,Yes,Travel_Rarely,Sales,4.94353138052833,3.083610043449398,Technical Degree,2.726442957533183,Male,3.410783869665228,2.05948830457557,Sales Representative,2.7152719358136386,Married,4957.070474605795,3.464486719056342,No,12.747252479188845,3.414675539994154,3.0464490420773207,0.9136508616144356,17.625119848532325,5.459584729489018,3.792901822981256,1.0301847423457675,0.0,0.0,0.0
24.70157999002768,Yes,Travel_Rarely,Research & Development,1.073079395448277,3.033769283326712,Life Sciences,2.426448714039322,Male,3.052475384660969,0.9645349855902694,Research Scientist,3.9914834123586287,Married,2269.515441463239,2.058603920568926,No,15.979003807186796,3.143327929700786,1.1681308313353254,1.006127359751887,6.45665041190588,2.202162227937903,2.899807124466498,1.9890405964582163,0.0,2.038958740438769,0.0
42.265047876597336,No,Travel_Rarely,Research & Development,1.9533570176226955,1.863849003482906,Medical,2.726442957533183,Female,3.6000023889945814,0.8935210421315143,Research Scientist,2.898825993728764,Divorced,4957.070474605795,1.0149671355438177,No,9.447256596803824,2.50092469277429,4.5466010972514015,2.1051524828449986,4.817196851973795,3.0293247023516483,1.899317874282284,4.932394125329692,3.022535108737805,1.2741168151846582,4.606361018924587
51.52980487048151,Yes,Travel_Rarely,Sales,2.7907829563357103,2.0437068402826424,Marketing,1.0037594629332989,Male,1.9844449434185116,1.0256468345099394,Sales Representative,3.229162833495365,Married,2660.0366179889274,1.1545606088607177,Yes,14.62783857613477,2.977642279468838,2.886169595501208,0.0,3.108163527696477,2.012959386317052,2.855602133232717,2.9482944603540373,1.748368293384564,0.0,1.706149643864044
36.6092319517558,No,Travel_Rarely,Sales,2.142317028588725,3.111995562097295,Marketing,2.726442957533183,Male,3.675314106782122,1.1130448816675709,Sales Executive,3.444285780667694,Married,4957.070474605795,0.8631268616550598,No,16.066682535325963,3.104794378449052,0.8221341991439728,0.0,1.7066442560409547,3.041704191485051,2.6147863359635286,1.8981068114036617,2.1005938610755392,0.9671396613011431,1.9697732307293652
